强措 jiang'cuo
程爷 cheng'ye
块渣 kuai'zha
紫君 zi'jun
大森 tai'sen
股纱 gu'sha
倒堂 dao'tang
邓卫 deng'wei
可早 ke'zao
斗燕 dou'yan
新吴 xin'wu
棉坑 mian'keng
甲姐 jia'jie
这些 zhe'xie
东目 dong'mu
伯瑜 ba'yu
颜中 yan'zhong
本过 ben'guo
传唤 chuan'huan
阿疗 a'liao
青鸟 qing'niao
号盘 hao'pan
大榆 da'yu
春日 chun'ri
旺江 wang'jiang
浩西 hao'xi
纳诺 na'nuo
朝当 zhao'dang
遇雪 yu'xue
叶征 ye'zheng
不替 bu'ti
被品 pi'pin
平克 ping'ke
小俺 xiao'an
达吾 da'yu
龙戏 long'xi
白欠 bai'qian
豆隆 dou'long
强扎 jiang'za
超楠 chao'nan
苏岐 su'qi
庞堡 pang'bao
崇高 chong'gao
种桃 chong'tao
倪源 ni'yuan
增去 zeng'qu
药老 yao'lao
庞雄 pang'xiong
画旨 hua'zhi
衡台 heng'tai
娇香 jiao'xiang
双捷 shuang'jie
挫火 cuo'huo
康协 kang'xie
全矣 quan'yi
加灯 jia'deng
鲤属 li'zhu
威卡 wei'ka
尼高 ni'gao
么送 yao'song
名尚 ming'shang
觉波 jue'bo
玉颈 yu'geng
祖父 zu'fu
洗哟 xi'yo
鹤鸵 he'tuo
长盛 zhang'cheng
狂走 kuang'zou
陶人 yao'ren
么四 mo'si
冠佩 guan'pei
都着 dou'zhe
阿摩 e'mo
吴休 wu'xu
新下 xin'xia
一任 yi'ren
原灵 yuan'ling
芒都 wang'dou
汉墓 han'mu
石腊 dan'la
平斯 ping'si
醇甲 chun'jia
黑居 hei'ju
当黑 dang'hei
思布 si'bu
正介 zheng'jie
郭泰 guo'tai
打红 da'hong
纪贞 ji'zhen
浮动 fu'dong
森蒂 sen'di
跑跳 pao'tiao
成师 cheng'shi
赤峰 chi'feng
疏表 shu'biao
京杭 jing'hang
由乐 you'le
锦涡 jin'guo
惯菜 guan'cai
弄进 nong'jin
宵米 xiao'mi
繁星 fan'xing
七初 qi'chu
丹寨 dan'zhai
白下 bai'xia
石包 shi'bao
罗乾 luo'qian
结九 jie'jiu
互诉 hu'su
车步 ju'bu
芝南 zhi'na
滚女 gun'nv
郑登 zheng'deng
在抓 zai'zhua
摸那 mo'na
陆律 liu'lv
乌头 wu'tou
朱行 shu'hang
必喜 bi'xi
药芹 yao'qin
二全 er'quan
纪坦 ji'tan
昂若 ang'ruo
施港 shi'jiang
俩站 liang'zhan
落些 luo'suo
御鬼 yu'gui
犬人 quan'ren
虹番 hong'pan
弄说 long'shui
元丁 yuan'ding
永日 yong'ri
映虚 ying'xu
锰山 meng'shan
得过 dei'guo
朝聘 zhao'pin
语声 yu'sheng
很隆 hen'long
亚明 ya'ming
地满 di'man
高诱 gao'you
噶小 ga'xiao
纬萧 wei'xiao
尾参 wei'can
玉司 yu'si
格码 ge'ma
业村 ye'cun
恶诉 e'su
甲啊 jia'a
坝彦 ba'yan
北纳 bei'na
索唐 suo'tang
飞别 fei'bie
了色 liao'shai
挡片 dang'pian
家熬 jia'ao
前观 qian'guan
货台 huo'tai
等他 deng'ta
雀脑 que'nao
主梁 zhu'liang
外俞 wai'yu
俩床 lia'chuang
木海 mu'hai
重介 chong'jie
隔核 ge'he
官宝 guan'bao
帝堡 di'pu
不爱 bu'ai
板劳 ban'lao
下程 xia'cheng
大奖 da'jiang
南姚 na'yao
赵王 zhao'wang
驻测 zhu'ce
赵下 zhao'xia
特精 te'jing
纳可 na'ke
弱筋 ruo'jin
规矩 gui'ju
内洲 nei'zhou
晓郭 xiao'guo
中听 zhong'ting
油兰 you'lan
东呈 dong'cheng
炸赛 zha'sai
果铺 guo'pu
顷据 qing'ju
沈炎 chen'yan
小崔 xiao'cui
从妹 cong'mei
色区 shai'ou
只履 zhi'lv
万梨 wan'li
风掀 feng'xian
日前 ri'qian
埃门 ai'men
夜卫 ye'wei
永丘 yong'qiu
同补 tong'bu
纯剪 chun'jian
王赖 wang'lai
景峪 ying'yu
巢勋 chao'xun
质酯 zhi'zhi
差压 cha'ya
毕立 bi'li
实稳 shi'wen
外站 wai'zhan
大京 da'jing
联军 lian'jun
透江 tou'jiang
龙编 long'bian
都开 dou'kai
西校 xi'xiao
帮给 bang'gei
砍旗 kan'qi
内典 nei'dian
某课 mou'ke
同么 tong'me
皓龙 hao'long
把桃 ba'tao
脑洞 nao'dong
沙佐 sha'zuo
迷雾 mi'wu
奥贵 yu'gui
荣青 rong'qing
塞度 se'duo
廖淳 liao'zhun
迪锡 di'xi
县饼 xuan'bing
闷村 men'cun
殷巨 yan'ju
道贵 dao'gui
约顿 yue'dun
落拳 la'quan
圈沟 juan'gou
手扶 shou'fu
新夏 xin'xia
限度 xian'du
仓敷 cang'fu
那态 na'tai
核化 hu'hua
散么 san'yao
童斯 tong'si
陈逮 chen'dai
卡望 ka'wang
本用 ben'yong
水角 shui'jiao
头关 tou'guan
钱昊 qian'hao
朴勋 po'xun
老派 lao'pai
跨有 kua'you
现行 xian'xing
前毕 qian'bi
郑恩 zheng'en
炮王 pao'wang
童行 tong'hang
黔陶 qian'yao
酸刺 suan'ci
官路 guan'lu
可克 ke'ke
装罐 zhuang'guan
那阶 nei'jie
阿冒 e'mao
程便 cheng'bian
界涌 jie'yong
生也 sheng'ye
药院 yao'yuan
班右 ban'you
平天 ping'tian
代顿 dai'dun
狗排 gou'pai
黑孜 hei'zi
做猪 zuo'zhu
乐禅 lao'chan
日街 ri'jie
贯塘 guan'tang
尚步 shang'bu
捻多 nian'duo
任猛 ren'meng
黎坝 li'ba
筐人 kuang'ren
矿岩 kuang'yan
圆证 yuan'zheng
班儿 ban'er
那鱼 na'yu
魔奇 mo'ji
叶坞 xie'wu
个不 ge'bu
泉隆 quan'long
银圈 yin'quan
龙虬 long'qiu
隆合 long'he
郁溪 yu'xi
字头 zi'tou
干基 gan'ji
羊范 yang'fan
石镐 shi'gao
湾朱 wan'shu
恩怨 en'yuan
地漏 di'lou
四和 si'he
趣游 qu'you
拆机 chai'ji
界偶 jie'ou
杨颐 yang'yi
门脚 men'jiao
任背 ren'bei
陕建 shan'jian
纳养 na'yang
把羊 ba'yang
毛琦 mao'qi
怀万 huai'mo
常赖 chang'lai
茶商 cha'shang
行阵 hang'zhen
丰六 feng'liu
逢涌 feng'chong
去度 qu'duo
两郎 liang'lang
淡灯 dan'deng
王曙 wang'shu
取分 qu'fen
往扎 wang'zha
浓要 nong'yao
大扒 da'ba
乎庆 hu'qing
廊院 lang'yuan
三记 san'ji
足轻 zu'qing
三永 san'yong
吻鱼 wen'yu
横安 heng'an
岔包 cha'bao
博脚 bo'jiao
折领 zhe'ling
那洪 nei'hong
佳驰 jia'chi
棍头 gun'tou
黄逮 huang'dai
殷皇 yan'huang
发那 fa'na
寒光 han'guang
军士 jun'shi
音节 yin'jie
返焦 fan'jiao
备克 bei'ke
缩山 su'shan
六梅 lu'mei
水样 shui'yang
大眉 dai'mei
上孔 shang'kong
叫准 jiao'zhun
正北 zheng'bei
刘准 liu'zhun
夏敬 xia'jing
刊琢 kan'zuo
次玛 ci'ma
得昂 de'ang
扯证 che'zheng
畜生 chu'sheng
俩刷 liang'shua
卜世 bu'shi
重用 chong'yong
砂锡 sha'xi
程委 cheng'wei
嘎都 ga'du
闲的 xian'de
自丹 zi'dan
良力 liang'li
头先 tou'xian
多会 duo'hui
焦尾 jiao'yi
合朝 he'chao
霍津 huo'jin
栏木 lan'mu
夏奈 xia'nai
经锦 jing'jin
汇翠 hui'cui
剥壳 bao'ke
郭米 guo'mi
牙防 ya'fang
背岭 bei'ling
岭村 ling'cun
花乱 hua'luan
巴肆 ba'si
南雅 na'ya
依伯 yi'bo
薛妮 xue'ni
人孬 ren'nao
弄妈 long'ma
灵鹏 ling'peng
氨血 an'xie
种鳞 chong'lin
绒状 rong'zhuang
浪仙 lang'xian
丁马 zheng'ma
鱼胶 yu'jiao
辽园 liao'yuan
壁刻 bi'ke
东坨 dong'tuo
聂罗 nie'luo
拉央 la'yang
伍屋 wu'wu
歧亭 qi'ting
射嘎 she'ga
石芝 dan'zhi
独市 du'shi
吼楼 hou'lou
裤架 ku'jia
方璃 fang'li
内弄 na'nong
老沈 lao'shen
瓜脚 gua'jiao
内边 nei'bian
超群 chao'qun
了淤 liao'yu
浦刘 pu'liu
鼎宏 ding'hong
询个 xun'ge
维林 wei'lin
景溪 jing'xi
月磁 yue'ci
觉王 jiao'wang
湖塘 hu'tang
拉宁 la'ning
江合 jiang'he
觉神 jiao'shen
今晚 jin'wan
斯强 si'jiang
鸿搏 hong'bo
汴上 bian'shang
刘冻 liu'dong
隔猛 ge'meng
容里 rong'li
夜幽 ye'you
降世 jiang'shi
大刁 da'diao
先策 xian'ce
虾肉 xia'rou
琢么 zhuo'ma
世贡 shi'gong
餐费 can'fei
奇物 ji'wu
粘乎 zhan'hu
木拢 mu'long
损烂 sun'lan
碗将 wan'qiang
杨蓉 yang'rong
道坞 dao'wu
流场 liu'chang
双堡 shuang'bu
上充 shang'chong
湘庄 xiang'zhuang
巨队 ju'dui
提瓦 ti'wa
瓦荣 wa'rong
契绍 qi'shao
芒卖 mang'mai
升邪 sheng'xu
下元 xia'yuan
陆尊 liu'zun
明代 ming'dai
莫迪 mu'di
智琳 zhi'lin
法绍 fa'shao
合法 he'fa
田坳 tian'ao
食典 shi'dian
党留 dang'liu
没拆 mei'chai
垄坤 long'kun
茶料 cha'liao
夏鑫 xia'xin
红世 hong'shi
下标 xia'biao
台裕 tai'yu
济康 ji'kang
驰美 chi'mei
琴晚 qin'wan
牙斑 ya'ban
单六 chan'lu
能段 nai'duan
浅度 jian'duo
佛板 bo'ban
摄提 nie'di
跨车 kua'ju
林嘴 lin'zui
户别 hu'bie
上公 shang'gong
遥林 yao'lin
洪锅 hong'guo
江溪 jiang'xi
暴燃 bao'ran
百炼 bai'lian
白棚 bai'peng
楼门 lou'men
许沙 xu'sha
辰立 chen'li
碱矿 jian'kuang
陷门 xian'men
新贵 xin'gui
果拼 guo'pin
巴尔 ba'er
通宿 tong'xiu
王进 wang'jin
莫各 mu'ge
鸡腿 ji'tui
薛嘴 xue'zui
秦港 qin'gang
躺床 tang'chuang
卡租 qia'zu
再热 zai're
高杜 gao'du
黄鲻 huang'zi
雪琳 xue'lin
承杰 cheng'jie
壁光 bi'guang
毛坟 mao'fen
那章 na'zhang
粘菌 zhan'jun
契如 xie'ru
丁腰 ding'yao
独脚 du'jiao
莱欧 lai'ou
洗法 xi'fa
分担 fen'dan
科强 ke'qiang
当群 dang'qun
吉屯 ji'tun
沙洛 sha'luo
熟都 shou'dou
崔闸 cui'zha
脊部 ji'bu
卷动 juan'dong
五连 wu'lian
千亩 qian'mu
辩者 bian'zhe
替噶 ti'ga
总个 zong'ge
善惊 shan'jing
环三 huan'san
俭公 jian'gong
凡品 fan'pin
外横 wai'heng
秦食 qin'shi
剑墙 jian'qiang
炸瘤 zha'liu
向了 xiang'liao
彪么 biao'mo
北降 bei'jiang
叫黑 jiao'hei
邵河 shao'he
藏打 zang'da
茂名 mao'ming
颅狭 lu'xia
地剑 de'jian
三安 san'an
万岭 wan'ling
让恩 rang'en
科飞 ke'fei
来也 lai'ye
丁伊 ding'yi
假饵 jia'er
在袄 zai'ao
图逼 tu'bi
绒辊 rong'gun
当爹 dang'die
字草 zi'cao
接也 jie'ye
加翁 jia'weng
见食 jian'yi
伟标 wei'biao
点景 dian'ying
六腊 lu'la
馆顶 guan'ding
色泥 se'ni
下串 xia'chuan
冒动 mao'dong
情书 qing'shu
韩娘 han'niang
堂号 tang'hao
恶触 wu'chu
改塔 gai'ta
色尼 se'ni
伏特 fu'te
石兴 dan'xing
源神 yuan'shen
六迪 lu'di
大鉴 da'jian
侯堡 hou'pu
努林 nu'lin
巨辉 ju'hui
元敬 yuan'jing
并车 bing'ju
不闷 bu'men
他哦 ta'e
更像 geng'xiang
雨卜 yu'bo
者云 zhe'yun
甫少 fu'shao
新川 xin'chuan
达受 da'shou
不达 bu'da
大仆 da'pu
日约 ri'yue
亚难 ya'nan
五乘 wu'cheng
日宗 ri'zong
其子 qi'zi
荷庄 he'zhuang
鹿野 lu'ye
二榜 er'bang
调灵 diao'ling
玉饰 yu'shi
长万 chang'mo
郁蔽 yu'bi
岳扎 yue'zha
小卞 xiao'bian
进修 jin'xiu
丁鑫 zheng'xin
查苏 zha'su
瓦热 wa're
冯氏 feng'shi
多囊 duo'nang
井盖 jing'gai
苦训 ku'xun
尽城 jin'cheng
笔考 bi'kao
月测 yue'ce
押拿 ya'na
前岳 qian'yue
讨刀 tao'dao
私用 si'yong
魁升 kui'sheng
帮众 bang'zhong
加雷 jia'lei
冷斑 leng'ban
灯鬼 deng'gui
读入 du'ru
拉优 la'you
尾着 yi'zhao
那久 nei'jiu
虫眼 chong'yan
春芳 chun'fang
久南 jiu'na
风岗 feng'gang
政党 zheng'dang
仙学 xian'xue
朱睿 shu'rui
行露 hang'lu
西远 xi'yuan
朝鹿 zhao'lu
将群 jiang'qun
校警 xiao'jing
渠坑 qu'keng
摄心 she'xin
流管 liu'guan
甲洼 jia'wa
朱叶 shu'ye
麻片 ma'pian
鸟蛇 niao'yi
内张 na'zhang
天覆 tian'fu
内心 nei'xin
魏村 wei'cun
胡班 hu'ban
依榔 yi'lang
天涯 tian'ya
清机 qing'ji
河洼 he'wa
汉默 han'mo
栏台 lan'tai
风掌 feng'zhang
沈梁 shen'liang
李洪 li'hong
石化 shi'hua
不违 bu'wei
依赖 yi'lai
找点 zhao'dian
差佬 cha'lao
达尾 da'yi
住持 zhu'chi
见都 jian'du
杨台 yang'tai
卡士 ka'shi
谷牙 gu'ya
易俗 yi'su
严洞 yan'dong
惯导 guan'dao
虾爬 ha'pa
殷清 yan'qing
漂漂 piao'piao
匠作 jiang'zuo
丝粉 si'fen
百现 bai'xian
聊测 liao'ce
总老 zong'lao
斗欧 dou'ou
梁栋 liang'dong
同低 tong'di
南钢 nan'gang
信瓶 shen'ping
弗恩 fu'en
维琳 wei'lin
呵喽 he'lou
岔下 cha'xia
七屋 qi'wu
锁的 suo'di
棒那 bang'nei
山盛 shan'sheng
回头 hui'tou
纳塘 na'tang
沈钦 chen'qin
林籁 lin'lai
地耳 de'er
文鉴 wen'jian
长旧 zhang'jiu
交坑 jiao'keng
犹格 you'ge
标岗 biao'gang
回校 hui'xiao
羽盾 yu'dun
类呀 lei'ya
练若 lian'ruo
清吗 qing'ma
刚爽 gang'shuang
万毒 wan'du
东脑 dong'nao
谷坨 gu'tuo
扩租 kuo'zu
梅好 mei'hao
磕告 ke'gao
六河 liu'he
万都 mo'du
冰蛇 bing'yi
雪镜 xue'jing
蔗木 zhe'mu
洋占 yang'zhan
麻度 ma'duo
下宕 xia'dang
源河 yuan'he
地基 di'ji
内于 na'yu
吧么 ba'ma
霍尊 huo'zun
加舍 jia'she
为难 wei'nan
假白 jia'bai
查桑 zha'sang
营气 ying'qi
绍歧 shao'qi
单东 shan'dong
活落 huo'luo
纸扇 zhi'shan
胎胎 tai'tai
太年 tai'nian
达业 da'ye
替弟 ti'ti
企人 qi'ren
丹总 dan'zong
堂堡 tang'bu
食滞 si'zhi
雷么 lei'ma
芭雅 ba'ya
卡几 qia'ji
人爱 ren'ai
上枣 shang'zao
助调 chu'diao
脸帝 lian'di
麻埔 ma'pu
加科 jia'ke
白沛 bai'pei
课夫 ke'fu
提下 ti'xia
假休 jia'xiu
利快 li'kuai
内多 na'duo
箭尾 jian'yi
欧坊 ou'fang
莫寨 mu'zhai
顾坝 gu'ba
坦地 tan'di
哑蝉 ya'chan
大卢 dai'lu
席盖 xi'he
搭牢 da'lao
易甲 yi'jia
胶已 jiao'yi
羊石 yang'shi
泪瓶 lei'ping
飞沟 fei'gou
么搞 ma'gao
安告 an'gu
核变 hu'bian
大敬 da'jing
毒婆 dai'po
拉亲 la'qing
石片 dan'pian
万亨 wan'heng
禁戒 jin'jie
若些 ruo'xie
岛田 dao'tian
吴非 wu'fei
馨城 xin'cheng
凡内 fan'na
揭煤 jie'mei
顶骨 ding'gu
今肃 jin'su
爹么 die'yao
裸男 luo'nan
歇步 xie'bu
山植 shan'zhi
灵梭 ling'suo
航专 hang'zhuan
陆校 liu'xiao
李间 li'jian
戴港 dai'gang
波林 bo'lin
云坑 yun'keng
丁坝 ding'ba
亲系 qin'ji
别花 bie'hua
王诉 wang'su
勐古 meng'gu
种菊 zhong'ju
徐和 xu'hu
申地 shen'de
双参 shuang'shen
方希 fang'xi
仁威 ren'wei
珠藏 zhu'cang
曹历 cao'li
冯询 feng'xun
普泰 pu'tai
熠诺 yi'nuo
拉跌 la'die
参城 shen'cheng
也通 ye'tong
免雪 mian'xue
输血 shu'xue
林灰 lin'hui
余堡 yu'bu
冒查 mao'cha
苦栗 ku'li
安复 an'fu
寒脊 han'ji
冒弄 mo'nong
停租 ting'zu
滇程 dian'cheng
高滚 gao'gun
思悟 sai'wu
中峰 zhong'feng
挑廊 tiao'lang
乌昌 wu'chang
陈泰 chen'tai
刀邪 dao'xu
穗部 sui'bu
援救 yuan'jiu
舟枕 zhou'zhen
滑州 hua'zhou
副景 pi'jing
气阳 qi'yang
艳雪 yan'xue
幼荷 you'he
猴井 hou'jing
飞儿 fei'er
翁引 weng'yin
利开 li'kai
八赖 ba'lai
昌河 chang'he
丘奥 qiu'ao
旦村 dan'cun
罗炯 luo'jiong
刹龙 cha'long
么金 yao'jin
锭坯 ding'pi
洲塘 zhou'tang
川校 chuan'jiao
九歌 jiu'ge
隆不 long'fou
曼倒 man'dao
薄后 bo'hou
铅帽 qian'mao
昌内 chang'na
必答 bi'da
酷米 ku'mi
附城 fu'cheng
刘边 liu'bian
那棚 nei'peng
均斜 jun'xie
绒色 rong'shai
栏冲 lan'chong
格托 ge'tuo
麟魁 lin'kui
龙府 long'fu
苦嘎 ku'ga
风邪 feng'ye
不稀 fou'xi
看活 kan'huo
古追 gu'dui
罗韩 luo'han
迷么 mi'yao
数钱 shu'qian
油坝 you'ba
快动 kuai'dong
弥那 mi'nei
某间 mou'jian
质地 zhi'di
振调 zhen'diao
女岭 ru'ling
余都 yu'du
问清 wen'qing
极帽 ji'mao
旬阳 xun'yang
脚炼 jue'lian
陈次 chen'ci
张索 zhang'suo
尖矛 jian'mao
受损 shou'sun
雄飞 xiong'fei
通河 tong'he
白扎 bai'zha
朱淳 shu'zhun
浴柜 yu'gui
吉湾 ji'wan
调候 diao'hou
腊茶 la'cha
捉日 zhuo'ri
朱经 zhu'jing
鳖盖 bie'ge
心臭 xin'xiu
副相 fu'xiang
昌拉 chang'la
数黑 shuo'hei
务重 wu'chong
沈鼓 shen'gu
弹珠 dan'zhu
拂子 fu'zi
木局 mu'ju
苦蚊 ku'wen
闹话 nao'hua
丁匠 ding'jiang
阿光 a'guang
那乐 na'yue
变差 bian'ci
总库 zong'ku
舍勒 she'le
谭井 tan'jing
易景 yi'ying
任峻 ren'jun
牛昌 niu'chang
茂石 mao'shi
九青 jiu'qing
盐蛇 yan'she
吕坚 lv'jian
退炮 tui'bao
好象 hao'xiang
参桂 shen'gui
装假 zhuang'jia
巨晨 ju'chen
号龙 hao'long
凤苑 feng'yuan
诗林 shi'lin
丢吨 diu'dun
九玄 jiu'xuan
粘块 zhan'kuai
丁谦 ding'qian
敞熔 chang'rong
翠群 cui'qun
负电 fu'dian
为闸 wei'zha
吓多 he'duo
光愁 guang'chou
读库 du'ku
锯断 ju'duan
隐价 yin'jie
利群 li'qun
符镇 fu'zhen
取款 qu'kuan
比个 bi'ge
渔火 yu'huo
胰的 yi'di
王圣 wang'sheng
八台 ba'tai
恶杀 e'sha
母茂 mu'mao
俞森 yu'sen
雷上 lei'shang
荣仓 rong'cang
画塑 hua'su
信胡 shen'hu
陶模 yao'mu
尾兰 wei'lan
程和 cheng'huo
赤脊 chi'ji
么色 mo'shai
伏城 fu'cheng
代班 dai'ban
擂肥 lei'fei
汤桥 tang'qiao
除术 chu'zhu
古总 gu'zong
新户 xin'hu
麦科 mai'ke
万庆 wan'qing
勇下 yong'xia
屋条 wu'tiao
没定 mei'ding
我咖 wo'ga
城客 cheng'ke
尼麦 ni'mai
夺精 duo'jing
雪卡 xue'ka
焰离 yan'li
支客 zhi'ke
叶赛 xie'sai
位似 wei'si
再白 zai'bai
发邪 fa'xie
室头 shi'tou
打董 da'dong
烧钱 shao'qian
后岐 hou'qi
卡柱 qia'zhu
鲁坎 lu'kan
恩布 en'bu
本的 ben'de
瓦若 wa'ruo
怀参 huai'cen
卢佐 lu'zuo
怪会 guai'kuai
揣庄 zhui'zhuang
龙懂 long'dong
乾山 qian'shan
后份 hou'bin
必用 bi'yong
万桃 mo'tao
裴政 pei'zheng
北钙 bei'gai
仍图 reng'tu
射体 she'ti
下乡 xia'xiang
鲜枣 xian'zao
减税 jian'shui
弗陶 fu'tao
带忙 dai'mang
转渠 zhuai'qu
聊卡 liao'ka
施清 shi'qing
七秒 qi'miao
王横 wang'heng
轴尾 zhou'wei
剑霞 jian'xia
陈柳 chen'liu
脑坏 nao'huai
甲桑 jia'sang
口瘾 kou'yin
云维 yun'wei
边检 bian'jian
瓷石 ci'shi
萧倩 xiao'qian
落身 la'shen
叫钱 jiao'qian
马咸 ma'xian
双铜 shuang'tong
贝贡 bei'gong
红湾 gong'wan
发雕 fa'diao
石阵 shi'zhen
了该 le'gai
叩角 kou'jue
韧绸 ren'chou
交热 jiao're
逆转 ni'zhuan
桥村 qiao'cun
隐针 yin'zhen
留有 liu'you
副贡 pi'gong
岩界 yan'jie
民凡 min'fan
芳碳 fang'tan
果土 guo'tu
须丸 xu'wan
布六 bu'lu
都姑 dou'gu
弗得 fu'de
么戳 ma'chuo
碟片 die'pian
红旅 gong'lv
中扎 zhong'zha
忙么 mang'yao
不仁 bu'ren
芦丁 lu'ding
地囚 de'qiu
颜台 yan'tai
涌美 chong'mei
坡电 po'dian
丰惠 feng'hui
上智 shang'zhi
那扬 na'yang
塘巴 tang'ba
石伯 shi'bo
旧滩 jiu'tan
六闸 lu'zha
留苑 liu'yuan
拳骨 quan'gu
团聊 tuan'liao
月事 yue'shi
表计 biao'ji
杨翱 yang'ao
母不 mu'fou
赫屯 he'zhun
富重 fu'chong
思梁 si'liang
竹旁 zhu'pang
什文 shi'wen
丁色 ding'se
吊岩 diao'yan
那撇 na'pie
萨列 sa'lie
佛公 fo'gong
宋堡 song'bao
么女 ma'ru
孝丰 xiao'feng
六律 liu'lv
地商 de'shang
副肢 pi'zhi
小工 xiao'gong
也益 ye'yi
郝洽 hao'qia
英乐 ying'yue
前金 qian'jin
镇舟 zhen'zhou
川中 chuan'zhong
姚魁 yao'kui
大说 da'shuo
量论 liang'lun
觉恩 jiao'en
台电 tai'dian
米渠 mi'ju
么饭 me'fan
齐刀 qi'dao
桃外 tao'wai
克格 ke'ge
裸晶 luo'jing
平矿 ping'kuang
慧湛 hui'zhan
红羽 gong'yu
河形 he'xing
分散 fen'san
窑跟 yao'gen
伏生 fu'sheng
贯早 guan'zao
宝贵 bao'gui
书女 shu'nv
能崩 neng'beng
戴玛 dai'ma
果年 guo'nian
利路 li'lu
南末 na'mo
中太 zhong'tai
序意 xu'yi
沃你 wo'ni
热辣 re'la
厦屋 xia'wu
怀娄 huai'lou
六传 liu'zhuan
港火 gang'huo
票券 piao'quan
沥海 li'hai
两什 liang'shen
他谷 ta'yu
叉流 cha'liu
鲍州 bao'zhou
一姆 yi'mu
者降 zhe'xiang
鲍堡 bao'pu
爱想 ai'xiang
正浩 zheng'hao
忙哦 mang'ou
绝龙 jue'long
校服 xiao'fu
各堂 ge'tang
富高 fu'gao
占沟 zhan'gou
炎兴 yan'xing
荷包 he'bao
雅萱 ya'xuan
壮鲁 zhuang'lu
根来 gen'lai
冯乘 ping'cheng
锐怡 rui'yi
石保 shi'bao
礼源 li'yuan
摆芽 bai'ya
颐丰 yi'feng
弹膛 dan'tang
八股 ba'gu
说准 yue'zhun
章立 zhang'li
莫赤 mo'chi
巴努 ba'nu
两极 liang'ji
齐屯 qi'zhun
地陇 di'long
转费 zhuai'fei
举龙 ju'long
列植 lie'zhi
基尼 ji'ni
块都 kuai'dou
得阿 dei'e
阿宁 e'ning
巴年 ba'nian
朱泛 shu'fan
一恋 yi'lian
邓行 deng'hang
综画 zong'hua
野禅 ye'chan
小茅 xiao'mao
地吟 di'yin
分样 fen'yang
大深 dai'shen
朱洼 shu'wa
格因 ge'yin
施那 shi'na
客怀 ke'huai
北阴 bei'yin
精校 jing'xiao
搜个 sou'ge
长都 chang'du
落饮 luo'yin
长光 zhang'guang
育春 yu'chun
小芹 xiao'qin
显眼 xian'yan
亚阶 ya'jie
杉仙 sha'xian
派费 pai'fei
项坠 xiang'zhui
又开 you'kai
鸿霞 hong'xia
潘舆 pan'yu
上流 shang'liu
恶骚 wu'sao
转龙 zhuan'long
勤州 qin'zhou
布亚 bu'ya
安南 an'nan
把恩 ba'en
碎盾 sui'dun
瓶邪 ping'ye
弄替 nong'ti
参倍 san'bei
血经 xie'jing
石冈 shi'gang
财购 cai'gou
管架 guan'jia
纳光 na'guang
之积 zhi'ji
通成 tong'cheng
竞秀 jing'xiu
万透 wan'tou
调准 tiao'zhun
蓝角 lan'jue
盘斗 pan'dou
冷公 leng'gong
果芬 guo'fen
的慌 di'huang
食开 shi'kai
比能 bi'neng
球客 qiu'ke
青星 qing'xing
嘎社 ga'she
座爷 zuo'ye
直娃 zhi'wa
邵盖 shao'ge
轻龙 qing'long
宝塔 bao'ta
灵灯 ling'deng
郭徽 guo'hui
其私 ji'si
房楼 fang'lou
泽阳 ze'yang
中萃 zhong'cui
外埔 wai'bu
东环 dong'huan
沈曙 shen'shu
风恒 feng'heng
迈敏 mai'min
折握 she'wo
署地 shu'de
几日 ji'ri
生谷 sheng'gu
革帽 ji'mao
师太 shi'tai
大肖 dai'xiao
南怡 nan'yi
大瓷 tai'ci
让木 rang'mu
天明 tian'ming
曾铸 zeng'zhu
切缘 qie'yuan
则萨 ze'sa
孙桢 sun'zhen
么三 ma'san
阶教 jie'jiao
高乾 gao'gan
宏经 hong'jing
细井 xi'jing
影迹 ying'ji
修丹 xiu'dan
冒苗 mao'miao
展员 zhan'yun
片么 pian'mo
石乾 dan'qian
赛额 sai'e
毒地 du'de
地商 di'shang
前机 qian'ji
小鲍 xiao'bao
看吧 kan'ba
库建 ku'jian
爱乱 ai'luan
结民 jie'min
黄万 huang'wan
自弄 zi'nong
那驮 nei'tuo
芝盐 zhi'yan
何店 he'dian
香湖 xiang'hu
代寨 dai'zhai
颜碾 yan'nian
绝域 jue'yu
扎康 za'kang
废井 fei'jing
利蒙 li'meng
上装 shang'zhuang
村借 cun'jie
赚吃 zuan'chi
有压 you'ya
荣爵 rong'jue
薛界 xue'jie
廷寄 ting'ji
悄悄 qiao'qiao
狂刺 kuang'ci
复像 fu'xiang
芒都 mang'du
于海 yu'hai
灵菌 ling'jun
进教 jin'jiao
三陀 san'tuo
谢婷 xie'ting
欧单 ou'dan
干很 gan'hen
角友 jue'you
赤草 chi'cao
贺野 he'ye
顾敞 gu'chang
家嘎 jia'ga
刘菜 liu'cai
三朱 san'zhu
绝张 jue'zhang
六威 liu'wei
门证 men'zheng
鼓室 gu'shi
家处 jia'chu
差八 ci'ba
本意 ben'yi
钦师 qin'shi
杰丁 jie'zheng
欧准 ou'zhun
姚万 yao'mo
双条 shuang'tiao
好么 hao'me
巴集 ba'ji
胡宾 hu'bin
君太 jun'tai
张度 zhang'du
楠村 nan'cun
鱼毒 yu'dai
桌旗 zhuo'qi
闸钳 zha'qian
帮重 bang'chong
永锦 yong'jin
系度 xi'du
条树 tiao'shu
女扎 ru'zha
要试 yao'shi
